X,Y
36.29692121634782,-3.393397149455552
36.29717870841325,-3.3949929418205587
36.29706069121659,-3.395849742002572
36.312527398101466,-3.4013243431420914
36.30961988352932,-3.4005425174422
36.30897615336575,-3.3994715223038194
36.266985259404834,-3.4493204274113323
36.26735003983086,-3.445507873448745
36.26439603353261,-3.4596935093775323
36.2959568514205,-3.4529612247227064
36.2999908937789,-3.454653301894984
36.294798137126065,-3.44848470222435
36.303451475720586,-3.447899454910387
36.353947474218586,-3.369839172982551
36.36183408407577,-3.3655271580575925
36.36292842535384,-3.365077323994816
36.331438073092045,-3.3515111238700888
36.32963562863404,-3.3524322252420413
36.327682980471195,-3.353524693186586
36.33231783764893,-3.3544672135697424
36.16302913355375,-3.353069754894634
36.162406861062294,-3.3547405866380666
36.15929549860502,-3.350756290845118
36.15672057795072,-3.3523200217741245
36.15429586100126,-3.3529198083165204
36.20293894186442,-3.40786471678846
36.2014583624882,-3.409428355664758
36.199977783111976,-3.408978542001856
36.19914093389933,-3.4090642208110067
36.19693079367106,-3.4084858887011427
36.19714537039225,-3.4091284799128565
36.21465581189898,-3.4140911566811565
36.212263281457695,-3.4150925219589574
36.20700932899033,-3.4187679781247096
36.21057666698014,-3.4176327447518564
36.20483137527024,-3.4180129409839015
36.2069876797809,-3.42033836923748
36.20770843290173,-3.4182931345352205
36.201128363091506,-3.426511191569387
36.20132148214058,-3.4286102818230497
36.201160549599685,-3.4302060157191443
36.199411749321975,-3.429520600143762
36.20024859853462,-3.426039966593775
36.198660730797805,-3.426114934219053
36.198424696404494,-3.4229877082935944
36.197169422585525,-3.4234482250813905
36.19697441877806,-3.421814706598581
36.19614279336573,-3.448308482820774
36.19668996400477,-3.447601661420614
36.195788741775765,-3.4480086192606247
36.19533813066126,-3.4483299016428743
36.195552707382454,-3.4490045942922345
36.19693672723414,-3.4506002940493867
36.198299289413704,-3.4501397903676514
36.18677210876997,-3.455997228691283
36.183478356099684,-3.456104321930036
36.18404698441084,-3.455825879484137
36.184679985738356,-3.454605015487588
36.18549537727888,-3.455729495541509
36.18229818413313,-3.4566933345270554
36.18479800293501,-3.4575929166966164
36.18375730583723,-3.460045344704777
36.1830492026573,-3.4594777527606357
36.19711384741098,-3.4605948324045133
36.19847640959055,-3.4604663211252364
36.198015069639986,-3.4611945514773583
36.19917378393442,-3.460551995313372
36.19862661329538,-3.4634220761376016
36.20166330984284,-3.4648404654144764
36.20142727544953,-3.465975642533648
36.1992600505655,-3.4677640791934845
36.195476546453605,-3.4681099462373113
36.193491711782585,-3.4693093744776844
36.19432856099523,-3.469502139588645
36.197589128464735,-3.470883621733029
36.20426246449379,-3.4702731996392298
36.21661075565758,-3.4721044647371917
36.220617689148945,-3.4747027970750732
36.29648659943308,-3.403657610527025
36.30515452083548,-3.405958865536318
36.34911268518622,-3.4211096329041095
36.25547306624764,-3.3882768637150122
36.251803804315266,-3.384399806475104
